h3_index,geometry,centroid_lat,centroid_lon,population,population_density,median_income,income_band,age_median,target_age_fit,target_income_fit,road_length_km,road_density,highway_distance_km,highway_access_score,poi_count,competitor_count_500m,competitor_count_1km,competitor_count_2km,competitor_count_5km,complementary_count_500m,complementary_count_1km,complementary_count_2km,anchor_count_500m,anchor_count_1km,anchor_distance_km,competition_score,complementary_score,anchor_score,dominant_zone_class,commercial_area_pct,industrial_area_pct,residential_area_pct,flood_zone,in_sfha,flood_score,aqi,air_quality_score,human_evaluation_score
88489e2747fffff,"POLYGON((-97.700947 30.366402, -97.696006 30.369146, -97.696333 30.374284, -97.701601 30.376678, -97.706543 30.373934, -97.706215 30.368795, -97.700947 30.366402))",30.37154,-97.701274,1587,2153.32,85150,middle,40.46,0.8491,0.6692,3.587,4.867,0.621,0.8295,17,0,0,0,13,2,4,9,0,1,3.325,0.4247,0.8369,0.6865,industrial,19.42,45.05,22.13,AO,True,0.3252,59.0,0.6793,4.4
88489e2749fffff,"POLYGON((-97.710174 30.350636, -97.705234 30.353381, -97.705561 30.358519, -97.710829 30.360912, -97.715770 30.358167, -97.715442 30.353029, -97.710174 30.350636))",30.355774,-97.710502,1896,2572.59,74607,middle,35.37,0.9302,0.8732,3.555,4.823,1.457,0.6034,9,1,1,1,16,0,1,3,1,2,2.822,0.6027,0.5149,0.7534,industrial,13.24,51.68,17.24,0.2 PCT ANNUAL CHANCE,False,0.7414,45.3,0.8199,6.5
88489e274bfffff,"POLYGON((-97.715770 30.358167, -97.710829 30.360912, -97.711157 30.366051, -97.716425 30.368444, -97.721366 30.365699, -97.721038 30.360560, -97.715770 30.358167))",30.363306,-97.716098,1794,2434.19,76421,middle,40.02,0.7941,0.9491,4.38,5.943,2.189,0.4916,7,0,0,0,13,0,0,1,0,0,3.862,0.4155,0.1887,0.4972,industrial,11.12,51.72,20.76,X,False,0.9378,54.7,0.723,6.2
88489e274dfffff,"POLYGON((-97.699966 30.350987, -97.695026 30.353732, -97.695352 30.358870, -97.700620 30.361264, -97.705561 30.358519, -97.705234 30.353381, -97.699966 30.350987))",30.356125,-97.700293,1335,1811.4,81904,middle,39.1,0.9574,0.7779,7.01,9.512,0.685,0.7804,11,0,0,3,15,2,3,4,0,0,2.197,1.0,0.619,0.6573,industrial,24.11,39.73,24.06,X,False,0.7611,62.9,0.6918,6.1
88489e2751fffff,"POLYGON((-97.726964 30.373230, -97.722023 30.375975, -97.722351 30.381113, -97.727621 30.383506, -97.732562 30.380761, -97.732234 30.375623, -97.726964 30.373230))",30.378368,-97.727292,902,1223.88,92597,middle,36.02,1.0,0.7156,4.694,6.369,1.409,0.6313,7,0,0,2,12,0,1,1,1,1,3.59,0.8331,0.2104,0.6374,industrial,28.77,44.42,12.68,0.2 PCT ANNUAL CHANCE,False,0.7761,49.8,0.743,6.5
88489e2753fffff,"POLYGON((-97.732562 30.380761, -97.727621 30.383506, -97.727949 30.388644, -97.733220 30.391037, -97.738162 30.388292, -97.737833 30.383153, -97.732562 30.380761))",30.385899,-97.732891,1396,1894.17,97529,middle,40.57,0.8358,0.5577,5.829,7.91,0.82,0.8081,7,0,0,0,4,0,3,4,0,0,3.301,0.4131,0.5674,0.5822,industrial,22.38,52.7,10.98,X,False,0.8966,45.2,0.7935,6.9
88489e2755fffff,"POLYGON((-97.716753 30.373582, -97.711812 30.376327, -97.712139 30.381465, -97.717409 30.383858, -97.722351 30.381113, -97.722023 30.375975, -97.716753 30.373582))",30.37872,-97.717081,2651,3597.01,82749,middle,42.2,0.79,0.8654,2.026,2.75,2.073,0.4612,16,0,0,0,13,1,1,4,2,3,3.003,0.4203,0.5213,0.9248,industrial,24.18,42.42,13.04,X,False,0.9283,60.9,0.6563,6.3
88489e2757fffff,"POLYGON((-97.722351 30.381113, -97.717409 30.383858, -97.717737 30.388996, -97.723007 30.391389, -97.727949 30.388644, -97.727621 30.383506, -97.722351 30.381113))",30.386251,-97.722679,742,1006.78,88931,middle,39.1,0.8333,0.7268,3.349,4.544,1.412,0.6911,12,0,0,0,10,2,4,6,0,0,2.495,0.521,0.7419,0.6386,industrial,13.31,55.53,15.56,X,False,0.838,57.0,0.7203,7.8
88489e2759fffff,"POLYGON((-97.731577 30.365346, -97.726636 30.368092, -97.726964 30.373230, -97.732234 30.375623, -97.737175 30.372877, -97.736847 30.367738, -97.731577 30.365346))",30.370484,-97.731905,1565,2123.47,81256,middle,41.09,0.7505,0.7858,6.506,8.828,0.944,0.742,5,0,0,0,7,0,0,2,0,0,4.426,0.3508,0.3313,0.4378,industrial,24.38,40.44,19.24,X,False,0.9003,62.5,0.6393,6.0
88489e275bfffff,"POLYGON((-97.737175 30.372877, -97.732234 30.375623, -97.732562 30.380761, -97.737833 30.383153, -97.742775 30.380408, -97.742446 30.375269, -97.737175 30.372877))",30.378015,-97.737504,2211,3000.0,63486,lower_middle,38.81,0.8301,0.9757,7.16,9.716,0.275,0.9462,9,0,0,0,7,1,1,1,0,3,4.107,0.4468,0.1538,0.6976,industrial,23.59,44.61,17.49,X,False,0.937,40.7,0.8289,7.1
88489e275dfffff,"POLYGON((-97.721366 30.365699, -97.716425 30.368444, -97.716753 30.373582, -97.722023 30.375975, -97.726964 30.373230, -97.726636 30.368092, -97.721366 30.365699))",30.370837,-97.721695,1740,2360.92,97054,middle,37.0,0.9221,0.6527,5.041,6.84,1.713,0.6747,7,0,0,1,9,1,2,4,0,1,4.054,0.6412,0.5848,0.5778,industrial,20.21,40.0,23.88,X,False,0.9418,53.2,0.7133,7.3
88489e2761fffff,"POLYGON((-97.680530 30.367102, -97.675588 30.369845, -97.675914 30.374983, -97.681182 30.377378, -97.686123 30.374634, -97.685797 30.369496, -97.680530 30.367102))",30.37224,-97.680856,858,1164.18,82490,middle,44.2,0.539,0.7722,4.533,6.151,2.019,0.5952,14,0,0,0,13,2,3,7,0,1,2.451,0.3301,0.7009,0.7898,industrial,17.71,51.76,12.26,X,False,0.8851,53.3,0.6947,6.4
88489e2763fffff,"POLYGON((-97.686123 30.374634, -97.681182 30.377378, -97.681508 30.382515, -97.686776 30.384910, -97.691718 30.382166, -97.691391 30.377028, -97.686123 30.374634))",30.379772,-97.68645,922,1251.02,80861,middle,38.38,0.8747,0.8156,3.464,4.7,1.738,0.5737,14,0,0,2,16,0,1,6,1,3,2.33,0.7302,0.6522,0.9585,industrial,17.59,45.24,23.18,X,False,0.841,48.4,0.8098,7.7
88489e2765fffff,"POLYGON((-97.670322 30.367451, -97.665380 30.370194, -97.665706 30.375331, -97.670973 30.377726, -97.675914 30.374983, -97.675588 30.369845, -97.670322 30.367451))",30.372588,-97.670647,1550,2103.12,78429,middle,36.4,1.0,0.8097,2.79,3.785,3.091,0.4381,16,0,0,2,21,0,2,8,0,1,2.43,0.8141,0.7684,0.7281,industrial,25.51,54.43,0.0,X,False,0.9148,50.5,0.7893,7.2
88489e2767fffff,"POLYGON((-97.675914 30.374983, -97.670973 30.377726, -97.671299 30.382864, -97.676566 30.385258, -97.681508 30.382515, -97.681182 30.377378, -97.675914 30.374983))",30.380121,-97.67624,2128,2887.38,74107,middle,41.38,0.7339,0.817,3.877,5.261,2.434,0.5179,10,0,0,0,8,0,1,4,0,0,3.096,0.3817,0.5371,0.6195,industrial,16.38,42.41,27.11,X,False,0.6331,59.1,0.6705,5.4
88489e2769fffff,"POLYGON((-97.685144 30.359220, -97.680203 30.361964, -97.680530 30.367102, -97.685797 30.369496, -97.690738 30.366752, -97.690412 30.361614, -97.685144 30.359220))",30.364358,-97.685471,1585,2150.61,79424,middle,31.41,0.8396,0.8006,4.107,5.573,1.849,0.6129,13,1,1,4,24,0,1,3,1,2,1.705,1.0,0.4538,1.0,industrial,23.19,47.45,15.59,X,False,0.786,50.3,0.7783,7.0
88489e276bfffff,"POLYGON((-97.690738 30.366752, -97.685797 30.369496, -97.686123 30.374634, -97.691391 30.377028, -97.696333 30.374284, -97.696006 30.369146, -97.690738 30.366752))",30.37189,-97.691065,1581,2145.18,72568,middle,34.46,0.9261,1.0,4.159,5.643,1.176,0.6831,15,0,0,1,13,3,4,8,0,0,2.544,0.5257,0.8015,0.7314,industrial,20.36,43.78,22.06,X,False,0.8701,62.1,0.6685,6.8
88489e276dfffff,"POLYGON((-97.674937 30.359570, -97.669996 30.362313, -97.670322 30.367451, -97.675588 30.369845, -97.680530 30.367102, -97.680203 30.361964, -97.674937 30.359570))",30.364707,-97.675263,2198,2982.36,87667,middle,39.3,0.857,0.7981,4.441,6.026,2.677,0.5057,10,0,1,3,19,1,1,1,0,1,2.098,1.0,0.1727,0.8457,industrial,14.94,52.16,14.49,X,False,0.934,62.4,0.6166,7.1
88489e2801fffff,"POLYGON((-97.416218 30.391311, -97.411276 30.394042, -97.411590 30.399176, -97.416846 30.401580, -97.421788 30.398849, -97.421474 30.393714, -97.416218 30.391311))",30.396445,-97.416532,390,529.17,65440,lower_middle,39.94,0.7368,1.0,0.221,0.3,16.82,0.0122,3,0,0,0,0,0,0,0,0,0,25.678,0.3872,0.0166,0.0557,industrial,7.31,36.8,10.15,X,False,0.7506,54.4,0.7658,4.4
88489e2803fffff,"POLYGON((-97.421788 30.398849, -97.416846 30.401580, -97.417161 30.406714, -97.422417 30.409118, -97.427359 30.406387, -97.427045 30.401252, -97.421788 30.398849))",30.403983,-97.422103,335,454.55,60590,lower_middle,40.11,0.8103,0.8882,0.221,0.3,15.983,0.0,3,0,1,1,1,0,0,0,0,0,25.116,0.5216,0.0,0.0,agricultural,21.6,0.0,0.02,X,False,0.8587,43.9,0.8026,3.3
88489e2805fffff,"POLYGON((-97.406021 30.391638, -97.401079 30.394369, -97.401393 30.399503, -97.406648 30.401907, -97.411590 30.399176, -97.411276 30.394042, -97.406021 30.391638))",30.396773,-97.406335,421,571.23,63752,lower_middle,36.03,0.8709,1.0,2.359,3.201,17.375,0.0189,2,0,0,0,0,0,0,0,0,0,26.877,0.3943,0.0,0.0,agricultural,0.0,0.0,0.0,X,False,0.9437,56.7,0.7931,4.0
88489e2807fffff,"POLYGON((-97.411590 30.399176, -97.406648 30.401907, -97.406962 30.407041, -97.412218 30.409445, -97.417161 30.406714, -97.416846 30.401580, -97.411590 30.399176))",30.404311,-97.411904,366,496.61,77409,middle,42.55,0.6988,0.864,0.221,0.3,16.888,0.0,3,0,0,0,0,0,0,0,0,0,26.314,0.4864,0.0601,0.0,agricultural,24.53,8.51,0.0,X,False,0.8852,42.2,0.8334,3.5
88489e2809fffff,"POLYGON((-97.420845 30.383445, -97.415904 30.386176, -97.416218 30.391311, -97.421474 30.393714, -97.426415 30.390983, -97.426101 30.385848, -97.420845 30.383445))",30.388579,-97.421159,207,280.87,59028,lower_middle,43.79,0.6982,0.8906,0.221,0.3,16.211,0.0,5,0,1,1,1,0,0,0,0,0,25.012,0.6181,0.0192,0.0,agricultural,28.23,3.5,0.0,X,False,0.8563,53.0,0.7528,3.5
88489e280bfffff,"POLYGON((-97.426415 30.390983, -97.421474 30.393714, -97.421788 30.398849, -97.427045 30.401252, -97.431987 30.398520, -97.431672 30.393386, -97.426415 30.390983))",30.396117,-97.42673,447,606.51,68140,lower_middle,36.34,0.8809,1.0,0.284,0.385,15.563,0.0578,4,0,0,0,0,0,0,0,0,0,25.062,0.4421,0.0,0.0285,industrial,0.0,44.09,0.0,X,False,0.8281,48.3,0.8156,4.7
88489e280dfffff,"POLYGON((-97.410648 30.383773, -97.405707 30.386504, -97.406021 30.391638, -97.411276 30.394042, -97.416218 30.391311, -97.415904 30.386176, -97.410648 30.383773))",30.388907,-97.410962,183,248.3,70801,middle,46.11,0.631,0.9397,0.221,0.3,16.847,0.0216,3,0,0,0,0,0,0,0,0,0,26.278,0.3739,0.003,0.0,industrial,0.0,32.16,0.0,X,False,0.9359,53.9,0.7135,3.7
88489e2811fffff,"POLYGON((-97.437559 30.406058, -97.432616 30.408790, -97.432931 30.413924, -97.438189 30.416327, -97.443132 30.413595, -97.442816 30.408461, -97.437559 30.406058))",30.411192,-97.437874,126,170.96,87874,middle,47.03,0.4738,0.7309,0.221,0.3,14.978,0.0,2,0,0,0,0,0,0,0,0,0,24.072,0.4212,0.0599,0.0381,agricultural,7.92,0.0,35.43,X,False,0.7662,55.8,0.6852,3.1
88489e2813fffff,"POLYGON((-97.443132 30.413595, -97.438189 30.416327, -97.438504 30.421461, -97.443763 30.423864, -97.448706 30.421132, -97.448390 30.415998, -97.443132 30.413595))",30.41873,-97.443447,481,652.65,87514,middle,41.57,0.721,0.8334,0.759,1.03,14.01,0.0,3,0,0,0,0,0,0,0,0,0,23.862,0.3698,0.0,0.0072,industrial,0.0,34.83,15.44,X,False,0.7958,48.0,0.814,4.1
88489e2815fffff,"POLYGON((-97.427359 30.406387, -97.422417 30.409118, -97.422732 30.414252, -97.427989 30.416655, -97.432931 30.413924, -97.432616 30.408790, -97.427359 30.406387))",30.411521,-97.427674,208,282.23,60524,lower_middle,36.75,1.0,0.92,0.221,0.3,15.772,0.0282,2,0,0,0,0,0,0,0,0,0,25.324,0.3744,0.0141,0.0,residential,0.0,29.93,34.5,X,False,0.9002,42.9,0.8826,3.5
88489e2817fffff,"POLYGON((-97.432931 30.413924, -97.427989 30.416655, -97.428304 30.421790, -97.433562 30.424193, -97.438504 30.421461, -97.438189 30.416327, -97.432931 30.413924))",30.419058,-97.433246,446,605.16,69304,lower_middle,42.86,0.7043,1.0,1.051,1.427,14.974,0.0664,5,0,0,0,0,0,0,0,0,1,25.049,0.4395,0.0062,0.0006,agricultural,0.0,0.0,1.8,X,False,0.8663,54.1,0.7648,2.7
88489e2819fffff,"POLYGON((-97.442185 30.398191, -97.437244 30.400923, -97.437559 30.406058, -97.442816 30.408461, -97.447759 30.405728, -97.447443 30.400594, -97.442185 30.398191))",30.403326,-97.442501,203,275.44,76496,middle,43.49,0.687,0.8735,0.221,0.3,14.078,0.0315,3,0,0,0,0,0,1,1,0,0,23.488,0.3807,0.2767,0.0474,agricultural,0.0,0.0,43.57,X,False,0.8864,50.2,0.7738,4.1
88489e281bfffff,"POLYGON((-97.447759 30.405728, -97.442816 30.408461, -97.443132 30.413595, -97.448390 30.415998, -97.453332 30.413266, -97.453017 30.408131, -97.447759 30.405728))",30.410863,-97.448074,424,575.31,64764,lower_middle,36.68,0.9164,1.0,0.811,1.1,13.852,0.0041,5,0,0,0,0,0,0,0,0,0,22.86,0.4285,0.0177,0.0131,agricultural,0.0,0.0,0.0,X,False,0.7903,48.1,0.8138,3.4
88489e281dfffff,"POLYGON((-97.431987 30.398520, -97.427045 30.401252, -97.427359 30.406387, -97.432616 30.408790, -97.437559 30.406058, -97.437244 30.400923, -97.431987 30.398520))",30.403655,-97.432302,477,647.22,67311,lower_middle,38.44,0.8826,0.9372,0.761,1.033,14.955,0.0119,6,0,0,1,1,0,1,1,0,0,24.659,0.53,0.1269,0.0,industrial,10.47,37.4,17.54,X,False,0.7793,43.9,0.8332,4.4
88489e2821fffff,"POLYGON((-97.391196 30.399829, -97.386254 30.402559, -97.386567 30.407693, -97.391822 30.410097, -97.396764 30.407367, -97.396451 30.402233, -97.391196 30.399829))",30.404963,-97.391509,266,360.92,72639,middle,40.38,0.8325,0.9163,1.659,2.251,18.792,0.0622,5,0,1,1,1,0,0,0,0,0,27.955,0.6267,0.052,0.0079,industrial,0.0,46.44,6.03,X,False,0.8268,52.5,0.793,4.6
88489e2823fffff,"POLYGON((-97.396764 30.407367, -97.391822 30.410097, -97.392135 30.415231, -97.397391 30.417636, -97.402334 30.414906, -97.402020 30.409772, -97.396764 30.407367))",30.412502,-97.397078,202,274.08,74775,middle,41.59,0.7687,0.8735,0.221,0.3,18.192,0.0603,1,0,0,0,0,0,0,0,0,0,27.981,0.4249,0.0245,0.0565,agricultural,0.0,0.0,0.0,X,False,0.7924,56.7,0.7104,4.4
88489e2825fffff,"POLYGON((-97.381000 30.400154, -97.376058 30.402883, -97.376370 30.408017, -97.381625 30.410422, -97.386567 30.407693, -97.386254 30.402559, -97.381000 30.400154))",30.405288,-97.381312,212,287.65,85945,middle,50.38,0.3931,0.6933,0.664,0.902,19.774,0.0,5,1,1,1,2,0,1,1,0,0,29.543,0.6102,0.2372,0.0,industrial,0.0,42.91,0.0,X,False,0.7848,47.9,0.8456,4.6
88489e2827fffff,"POLYGON((-97.386567 30.407693, -97.381625 30.410422, -97.381937 30.415556, -97.387193 30.417961, -97.392135 30.415231, -97.391822 30.410097, -97.386567 30.407693))",30.412827,-97.38688,117,158.75,80721,middle,45.54,0.554,0.8518,0.221,0.3,19.121,0.0493,6,0,0,0,0,0,0,0,0,0,29.08,0.4123,0.0221,0.0155,residential,0.0,22.4,22.82,X,False,0.663,63.3,0.6008,2.8
88489e2829fffff,"POLYGON((-97.395824 30.391965, -97.390883 30.394695, -97.391196 30.399829, -97.396451 30.402233, -97.401393 30.399503, -97.401079 30.394369, -97.395824 30.391965))",30.397099,-97.396138,108,146.54,65963,lower_middle,42.64,0.7346,0.9441,0.221,0.3,18.624,0.0331,4,0,0,1,1,0,0,0,0,0,27.866,0.5872,0.0143,0.0,commercial,45.43,19.72,0.0,X,False,0.8985,53.0,0.6968,4.5
88489e282bfffff,"POLYGON((-97.401393 30.399503, -97.396451 30.402233, -97.396764 30.407367, -97.402020 30.409772, -97.406962 30.407041, -97.406648 30.401907, -97.401393 30.399503))",30.404637,-97.401706,156,211.67,72918,middle,43.47,0.6385,0.9224,0.221,0.3,17.93,0.0,5,0,0,0,0,0,0,0,1,1,27.664,0.3907,0.0,0.0125,agricultural,8.34,0.0,38.55,X,False,0.6388,55.1,0.6733,2.5
88489e282dfffff,"POLYGON((-97.385628 30.392290, -97.380687 30.395020, -97.381000 30.400154, -97.386254 30.402559, -97.391196 30.399829, -97.390883 30.394695, -97.385628 30.392290))",30.397425,-97.385941,227,308.01,65654,lower_middle,41.01,0.8563,1.0,0.225,0.306,19.219,0.023,3,0,0,0,0,0,0,1,0,0,28.53,0.3984,0.1505,0.0,industrial,25.75,30.86,0.0,X,False,0.8115,51.1,0.8346,4.6
88489e2831fffff,"POLYGON((-97.412532 30.414579, -97.407590 30.417310, -97.407904 30.422444, -97.413161 30.424848, -97.418103 30.422117, -97.417789 30.416983, -97.412532 30.414579))",30.419713,-97.412846,374,507.46,74005,middle,46.66,0.4634,0.9859,0.221,0.3,16.486,0.0,5,0,0,0,0,0,0,0,0,0,26.995,0.3802,0.0,0.0899,agricultural,12.96,18.18,25.06,X,False,0.8452,50.6,0.7942,3.9
88489e2833fffff,"POLYGON((-97.418103 30.422117, -97.413161 30.424848, -97.413475 30.429982, -97.418732 30.432385, -97.423675 30.429655, -97.423361 30.424521, -97.418103 30.422117))",30.427251,-97.418418,334,453.19,54455,lower_middle,45.8,0.5566,0.8626,0.221,0.3,16.127,0.0747,1,0,0,0,0,0,0,0,0,0,26.584,0.3891,0.0016,0.0,agricultural,7.11,14.19,0.0,0.2 PCT ANNUAL CHANCE,False,0.7139,63.8,0.5771,4.4
88489e2835fffff,"POLYGON((-97.402334 30.414906, -97.397391 30.417636, -97.397704 30.422770, -97.402961 30.425174, -97.407904 30.422444, -97.407590 30.417310, -97.402334 30.414906))",30.42004,-97.402647,211,286.3,65752,lower_middle,39.95,0.7619,1.0,2.373,3.22,17.822,0.0424,5,0,0,0,0,0,0,1,0,0,27.483,0.4087,0.1874,0.0,commercial,26.51,21.03,23.33,X,False,0.9268,49.7,0.8173,4.4
88489e2837fffff,"POLYGON((-97.407904 30.422444, -97.402961 30.425174, -97.403275 30.430308, -97.408532 30.432712, -97.413475 30.429982, -97.413161 30.424848, -97.407904 30.422444))",30.427578,-97.408218,416,564.45,74487,middle,42.3,0.7179,0.8436,0.804,1.09,17.452,0.0,4,0,0,0,0,0,0,0,0,0,27.913,0.4344,0.0,0.0469,residential,0.0,26.59,29.7,X,False,0.8064,55.1,0.7126,3.8
88489e2839fffff,"POLYGON((-97.417161 30.406714, -97.412218 30.409445, -97.412532 30.414579, -97.417789 30.416983, -97.422732 30.414252, -97.422417 30.409118, -97.417161 30.406714))",30.411849,-97.417475,315,427.41,68363,lower_middle,40.25,0.7855,1.0,0.221,0.3,16.485,0.0275,0,0,0,0,0,0,0,0,0,0,26.022,0.3606,0.0,0.0107,agricultural,33.87,0.0,0.0,X,False,0.9099,52.8,0.8076,4.4
88489e283bfffff,"POLYGON((-97.422732 30.414252, -97.417789 30.416983, -97.418103 30.422117, -97.423361 30.424521, -97.428304 30.421790, -97.427989 30.416655, -97.422732 30.414252))",30.419386,-97.423046,300,407.06,62783,lower_middle,41.63,0.7593,0.9336,0.395,0.536,15.891,0.0383,1,0,0,0,0,0,0,0,0,0,25.839,0.3952,0.0,0.0,industrial,23.79,27.77,16.13,X,False,0.8635,41.7,0.8876,5.8
88489e283dfffff,"POLYGON((-97.406962 30.407041, -97.402020 30.409772, -97.402334 30.414906, -97.407590 30.417310, -97.412532 30.414579, -97.412218 30.409445, -97.406962 30.407041))",30.412176,-97.407276,214,290.37,57522,lower_middle,42.43,0.7546,0.9305,0.601,0.816,17.095,0.0531,2,0,0,0,0,0,0,0,0,0,27.056,0.441,0.1092,0.0048,agricultural,0.0,0.0,0.0,X,False,0.9062,60.1,0.6312,3.3
88489e2841fffff,"POLYGON((-97.419902 30.368040, -97.414961 30.370772, -97.415275 30.375907, -97.420531 30.378310, -97.425472 30.375578, -97.425157 30.370443, -97.419902 30.368040))",30.373175,-97.420216,450,610.58,62522,lower_middle,39.19,0.864,0.946,0.418,0.567,16.362,0.0,4,1,1,1,1,0,0,0,0,0,24.457,0.6375,0.0,0.0256,industrial,0.0,22.51,0.0,X,False,0.8977,49.8,0.7326,4.9
88489e2843fffff,"POLYGON((-97.425472 30.375578, -97.420531 30.378310, -97.420845 30.383445, -97.426101 30.385848, -97.431042 30.383116, -97.430727 30.377981, -97.425472 30.375578))",30.380713,-97.425786,349,473.54,49455,lower_middle,37.23,0.9919,0.7564,0.221,0.3,15.723,0.0291,2,0,0,0,0,0,0,0,0,0,23.905,0.3659,0.0717,0.0467,agricultural,44.61,7.95,0.0,X,False,0.7883,50.0,0.7532,3.9
88489e2845fffff,"POLYGON((-97.409707 30.368368, -97.404766 30.371099, -97.405080 30.376234, -97.410335 30.378638, -97.415275 30.375907, -97.414961 30.370772, -97.409707 30.368368))",30.373503,-97.410021,152,206.24,73892,middle,41.08,0.7349,0.9421,0.221,0.3,17.06,0.0,4,0,1,1,1,0,0,0,1,1,25.162,0.6173,0.0156,0.0472,commercial,34.09,5.92,19.99,X,False,0.8346,44.4,0.8439,4.1
88489e2847fffff,"POLYGON((-97.415275 30.375907, -97.410335 30.378638, -97.410648 30.383773, -97.415904 30.386176, -97.420845 30.383445, -97.420531 30.378310, -97.415275 30.375907))",30.381041,-97.41559,206,279.51,77287,middle,47.91,0.4717,0.9186,0.221,0.3,16.476,0.025,3,0,0,0,0,1,2,2,0,0,25.084,0.4277,0.3173,0.0118,agricultural,0.0,0.0,0.0,X,False,0.8301,53.9,0.7443,2.9
88489e2849fffff,"POLYGON((-97.424528 30.360173, -97.419588 30.362905, -97.419902 30.368040, -97.425157 30.370443, -97.430098 30.367711, -97.429783 30.362576, -97.424528 30.360173))",30.365308,-97.424842,342,464.04,83530,middle,42.18,0.6829,0.7989,0.221,0.3,15.68,0.0163,4,0,0,0,0,0,0,0,0,0,23.361,0.3807,0.0,0.0387,industrial,7.84,45.62,0.0,X,False,0.8336,49.0,0.7671,4.2
88489e284bfffff,"POLYGON((-97.430098 30.367711, -97.425157 30.370443, -97.425472 30.375578, -97.430727 30.377981, -97.435668 30.375249, -97.435353 30.370114, -97.430098 30.367711))",30.372846,-97.430412,266,360.92,75349,middle,44.43,0.6656,0.9679,0.221,0.3,15.278,0.0142,4,0,1,1,2,0,0,0,0,0,23.736,0.6017,0.0,0.0,agricultural,0.0,0.0,58.79,X,False,0.9157,47.7,0.7186,4.3
88489e284dfffff,"POLYGON((-97.414333 30.360502, -97.409393 30.363233, -97.409707 30.368368, -97.414961 30.370772, -97.419902 30.368040, -97.419588 30.362905, -97.414333 30.360502))",30.365637,-97.414647,263,356.85,82338,middle,37.06,0.9746,0.8515,1.306,1.772,16.613,0.0259,6,0,0,0,0,0,0,1,0,0,24.735,0.4377,0.1973,0.0433,agricultural,28.09,0.0,0.0,X,False,0.9407,53.7,0.7366,3.8
88489e2851fffff,"POLYGON((-97.441239 30.382786, -97.436298 30.385519, -97.436613 30.390654, -97.441870 30.393056, -97.446812 30.390324, -97.446496 30.385189, -97.441239 30.382786))",30.387921,-97.441555,363,492.54,80047,middle,42.56,0.6734,0.8776,0.691,0.938,14.37,0.0483,7,0,0,0,0,0,0,0,0,0,23.045,0.4145,0.0,0.0243,agricultural,13.13,14.38,0.0,X,False,0.7934,44.1,0.8281,3.7
88489e2853fffff,"POLYGON((-97.446812 30.390324, -97.441870 30.393056, -97.442185 30.398191, -97.447443 30.400594, -97.452385 30.397861, -97.452069 30.392726, -97.446812 30.390324))",30.395459,-97.447127,340,461.33,70834,middle,42.78,0.6972,0.9272,2.31,3.134,13.855,0.0,5,0,0,0,0,1,1,2,0,0,22.726,0.4519,0.3756,0.0115,agricultural,35.35,12.11,0.0,X,False,0.7743,57.7,0.6201,4.6
88489e2855fffff,"POLYGON((-97.431042 30.383116, -97.426101 30.385848, -97.426415 30.390983, -97.431672 30.393386, -97.436613 30.390654, -97.436298 30.385519, -97.431042 30.383116))",30.388251,-97.431357,372,504.75,62982,lower_middle,47.92,0.4987,0.9714,1.336,1.813,15.338,0.0594,4,0,0,0,0,0,0,0,0,0,24.283,0.4357,0.0205,0.0,industrial,0.0,26.78,0.0,X,False,0.8679,53.1,0.7161,5.0
88489e2857fffff,"POLYGON((-97.436613 30.390654, -97.431672 30.393386, -97.431987 30.398520, -97.437244 30.400923, -97.442185 30.398191, -97.441870 30.393056, -97.436613 30.390654))",30.395788,-97.436928,167,226.59,59730,lower_middle,35.54,0.9348,0.9393,2.441,3.312,14.537,0.0,1,0,0,0,0,0,0,0,0,0,23.852,0.4085,0.0,0.0022,agricultural,0.0,15.17,30.12,X,False,0.8772,41.8,0.9007,4.3
88489e2859fffff,"POLYGON((-97.445865 30.374919, -97.440924 30.377651, -97.441239 30.382786, -97.446496 30.385189, -97.451437 30.382456, -97.451122 30.377321, -97.445865 30.374919))",30.380054,-97.446181,434,588.87,80257,middle,44.79,0.5732,0.6607,0.221,0.3,13.986,0.0442,2,0,0,0,0,1,1,1,0,0,22.56,0.4529,0.2382,0.0605,commercial,35.55,25.59,0.0,X,False,0.9446,63.8,0.6451,3.9
88489e285bfffff,"POLYGON((-97.451437 30.382456, -97.446496 30.385189, -97.446812 30.390324, -97.452069 30.392726, -97.457011 30.389993, -97.456695 30.384858, -97.451437 30.382456))",30.387591,-97.451753,326,442.33,83515,middle,46.78,0.5423,0.8214,0.674,0.915,13.492,0.0634,6,0,0,0,0,0,0,0,0,1,22.052,0.3895,0.0,0.0033,agricultural,31.26,0.0,0.0,X,False,0.811,52.2,0.7598,3.6
88489e285dfffff,"POLYGON((-97.435668 30.375249, -97.430727 30.377981, -97.431042 30.383116, -97.436298 30.385519, -97.441239 30.382786, -97.440924 30.377651, -97.435668 30.375249))",30.380384,-97.435983,250,339.21,78177,middle,39.14,0.7521,0.7773,0.221,0.3,14.785,0.0,3,0,0,0,0,0,0,0,0,0,23.652,0.37,0.0111,0.0061,agricultural,29.44,0.0,0.0,X,False,0.8871,49.9,0.7806,4.3
